	symbol	baseMean	FoldChange	log2FoldChange	lfcSE	stat	pvalue	padj	description
ENSG00000124191	TOX2	2860.43278108956	1.35259363902645	0.43572847418725	0.163112570437032	2.67133595540669	0.00755499903371816	0.188106235546218	TOX high mobility group box family member 2
ENSG00000124299	PEPD	1110.87423572984	0.877268498844562	-0.188909630020053	0.0848218499110537	-2.2271340488111	0.0259383162218136	0.290121120451452	peptidase D
ENSG00000124313	IQSEC2	19.3033091909233	0.655142818434826	-0.610118652378148	0.252637756952133	-2.4149939412807	0.0157354714307868	NA	IQ motif and Sec7 domain ArfGEF 2
ENSG00000124383	MPHOSPH10	1076.23733049189	0.908207304945303	-0.138906454110604	0.0631079908635411	-2.20109137067859	0.0277295560646022	0.297651986065918	M-phase phosphoprotein 10
ENSG00000124571	XPO5	3183.72713602252	0.885105268335709	-0.176079045257446	0.0407596618268721	-4.31993390929853	1.5607593700017e-05	0.0104227769550572	exportin 5
ENSG00000124574	ABCC10	1145.32888302192	0.933495285959772	-0.099285357855951	0.0462418699821143	-2.14708786418787	0.0317862872692457	0.311347064751331	ATP binding cassette subfamily C member 10
ENSG00000124602	UNC5CL	99.5440700370975	1.33973777526073	0.421950651913223	0.192385519480249	2.19325577649072	0.0282889559479711	0.29925393469128	unc-5 family C-terminal like
ENSG00000124608	AARS2	836.98372865642	1.07398427975092	0.102972876292257	0.0461639198660838	2.23059212889568	0.0257081586624399	0.289858126547796	alanyl-tRNA synthetase 2, mitochondrial
ENSG00000124635	H2BC11	1912.59691180218	1.12926557145505	0.175384807249942	0.0746456614933877	2.34956464637235	0.0187953799921066	0.26388020591683	H2B clustered histone 11
ENSG00000124784	RIOK1	1009.31073618407	0.903059118057631	-0.147107659189191	0.0515367793658731	-2.85442088153851	0.00431153694806109	0.152031579467163	RIO kinase 1
ENSG00000124831	LRRFIP1	10648.8775054584	1.09228143593942	0.12734462724817	0.0509843447795429	2.49772018839922	0.0124994812211109	0.227396069339311	LRR binding FLII interacting protein 1
ENSG00000125089	SH3TC1	1662.89637654175	1.24748176780652	0.31901873044243	0.157305697396123	2.02801764795007	0.0425584468670739	0.344513544285684	SH3 domain and tetratricopeptide repeats 1
ENSG00000125375	DMAC2L	814.561690365799	0.900063842057346	-0.151900758608451	0.0595780192981803	-2.54961075238516	0.0107843251218597	0.215658042708138	distal membrane arm assembly component 2 like
ENSG00000125378	BMP4	13.2928807828618	0.199477463457265	-2.32570233187342	0.787374681076697	-2.95374284666245	0.00313945489710686	NA	bone morphogenetic protein 4
ENSG00000125430	HS3ST3B1	36.9066879726214	0.351496572816837	-1.5084174721735	0.471963683057302	-3.19604564148289	0.00139325070556373	0.0978927006193318	heparan sulfate-glucosamine 3-sulfotransferase 3B1
ENSG00000125459	MSTO1	1083.90724095917	0.884542081622082	-0.176997314884776	0.062155548374933	-2.84765108686834	0.00440431825670881	0.153878394505609	misato mitochondrial distribution and morphology regulator 1
ENSG00000125482	TTF1	1144.23932088642	1.07912762841437	0.109865502445578	0.052737138691033	2.0832662744416	0.0372269590604776	0.326657988115354	transcription termination factor 1
ENSG00000125485	DDX31	2200.10959929747	0.912151510021362	-0.132654616328527	0.0631216284363975	-2.10157151541476	0.0355908272450773	0.323524740389283	DEAD-box helicase 31
ENSG00000125505	MBOAT7	715.204851546277	1.11292464060545	0.154355906870694	0.0590403232697446	2.61441500185339	0.00893803968862949	0.199054325404814	membrane bound O-acyltransferase domain containing 7
ENSG00000125520	SLC2A4RG	358.143402636383	1.16404682710461	0.219149095937559	0.0914800399499825	2.39559466805415	0.0165934286339673	0.253782829700024	SLC2A4 regulator
ENSG00000125534	PPDPF	712.728411619024	1.33465550326139	0.416467406427186	0.109146054661392	3.81568905737555	0.00013580343081083	0.0419055089532615	pancreatic progenitor cell differentiation and proliferation factor
ENSG00000125629	INSIG2	1934.24329395634	1.48947092297043	0.574799959978295	0.230982272882551	2.48850248464983	0.0128282340794735	0.229722331263176	insulin induced gene 2
ENSG00000125633	CCDC93	2802.43211903666	1.11055375462282	0.15127922597886	0.0435911294607964	3.47041308289368	0.000519658497771135	0.0694382271626991	coiled-coil domain containing 93
ENSG00000125656	CLPP	670.437117560607	1.13510236219458	0.182822403922898	0.0616648882634469	2.96477313218889	0.00302906219296686	0.138148815525342	caseinolytic mitochondrial matrix peptidase proteolytic subunit
ENSG00000125657	TNFSF9	1121.10698492042	1.20216276873081	0.265632245252708	0.0904244928692467	2.93761387898311	0.00330748674276154	0.142450547778088	TNF superfamily member 9
ENSG00000125726	CD70	3110.14739521176	1.14975185199629	0.201322521582781	0.0834199682803708	2.41336128187132	0.015806143322123	0.248734484737499	CD70 molecule
ENSG00000125744	RTN2	78.8502400185643	1.38683949456062	0.471800827459139	0.231877770115754	2.0346962420055	0.0418814465695419	0.34244770563276	reticulon 2
ENSG00000125753	VASP	3112.16968711744	1.09559236755435	0.131711120654069	0.0575499039799106	2.28864188374748	0.0221001682560048	0.275944150035836	vasodilator stimulated phosphoprotein
ENSG00000125775	SDCBP2	17.0955562206359	2.15469685625322	1.10748491119668	0.3548148813062	3.12130344454448	0.00180052398947025	NA	syndecan binding protein 2
ENSG00000125869	LAMP5	838.297067760806	0.361891250111069	-1.46637186856396	0.513251590006419	-2.8570235282576	0.00427634137933683	0.151845007532489	lysosomal associated membrane protein family member 5
ENSG00000125898	FAM110A	271.591462353318	1.18315299669324	0.242636644513335	0.100633382766604	2.41109498501182	0.015904705720502	0.248786700104305	family with sequence similarity 110 member A
ENSG00000126005	MMP24OS	505.253673955306	1.20581960848684	0.270014095125827	0.122915667514857	2.19674269834796	0.0280388275464367	0.298824227357773	MMP24 opposite strand
ENSG00000126261	UBA2	3673.62825287083	1.06095044369571	0.0853572704806235	0.0309318996773836	2.75952241442947	0.00578859160156533	0.169713302176	ubiquitin like modifier activating enzyme 2
ENSG00000126351	THRA	47.4774106602466	1.533453768257	0.616784671781465	0.198145812611331	3.11278176234441	0.0018533300921778	0.108167729096339	thyroid hormone receptor alpha
ENSG00000126353	CCR7	1401.28665625868	0.605514375665792	-0.723766883183196	0.349373065639322	-2.07161614436066	0.0383012531177697	0.32806574749084	C-C motif chemokine receptor 7
ENSG00000126522	ASL	416.097667825085	1.15212968523483	0.204303117574378	0.0886051215102774	2.30577097680161	0.0211234327560545	0.273849575466364	argininosuccinate lyase
ENSG00000126581	BECN1	1357.4097493792	0.924172256019874	-0.113766314951553	0.0332036301087275	-3.42632159733793	0.000611815524507837	0.0757706169498202	beclin 1
ENSG00000126603	GLIS2	45.8343485346798	1.64216911233898	0.715602705051059	0.261082622260042	2.74090515430134	0.00612701910463934	0.174257693204529	GLIS family zinc finger 2
ENSG00000126705	AHDC1	1038.3108995994	1.16698817267949	0.22278993953445	0.0971914578506057	2.29227901773943	0.0218895477982556	0.275379774700127	AT-hook DNA binding motif containing 1
ENSG00000126773	PCNX4	4326.79892998064	0.927089030678946	-0.109220203769674	0.0428417990161592	-2.54938415934584	0.0107913355280977	0.215658042708138	pecanex 4
ENSG00000126775	ATG14	724.709634434224	0.928928544350308	-0.106360469943891	0.0452434974778211	-2.35084544460849	0.018730812190258	0.263702830031608	autophagy related 14
ENSG00000126804	ZBTB1	3571.98677813436	1.16712628603448	0.222960672766333	0.109188056903319	2.04198773281363	0.0411527481820886	0.339588197756097	zinc finger and BTB domain containing 1
ENSG00000127084	FGD3	2111.7418552739	1.13277029703416	0.179855341363929	0.070395961467692	2.55490993537283	0.0106215277024775	0.215060649618439	FYVE, RhoGEF and PH domain containing 3
ENSG00000127418	FGFRL1	82.7672886545641	1.48249638657577	0.568028588362797	0.270920933813501	2.09665816652552	0.0360238462243078	0.324346414948902	fibroblast growth factor receptor like 1
ENSG00000127452	FBXL12	599.434971766717	1.07154331727959	0.099690172330164	0.0477471602153982	2.08787647014899	0.0368089792098547	0.325826863941661	F-box and leucine rich repeat protein 12
ENSG00000127564	PKMYT1	595.952314053478	1.14264847452079	0.192381639714464	0.0873652766675284	2.20203777808178	0.0276626400286699	0.297651986065918	protein kinase, membrane associated tyrosine/threonine 1
ENSG00000127663	KDM4B	5655.60280530356	1.2898324575808	0.367183679357651	0.118449226760063	3.09992466309162	0.00193569870801469	0.11043632366737	lysine demethylase 4B
ENSG00000127720	METTL25	1781.06477012172	0.848710257032396	-0.236655981729963	0.0674763465762921	-3.50724355626438	0.000452774529433005	0.0680764729488726	methyltransferase like 25
ENSG00000127804	METTL16	2494.10162692604	0.93032199131467	-0.104197964823615	0.0453029131850563	-2.30002791206783	0.0214466387617118	0.274303540700993	methyltransferase 16, N6-methyladenosine
ENSG00000127824	TUBA4A	2345.56609940634	1.18180314523255	0.240989743596045	0.0867719578554213	2.7772767787213	0.00548164780820315	0.165421022890407	tubulin alpha 4a
ENSG00000127837	AAMP	681.52764153858	0.921990823777143	-0.117175702754537	0.0596609610150437	-1.96402640455274	0.0495270299003299	0.362888526441426	angio associated migratory cell protein
ENSG00000127922	SEM1	1884.43146403945	0.944620197566353	-0.0821937118260563	0.0340463899097879	-2.41416819944327	0.0157711799784723	0.248698120716427	SEM1 26S proteasome subunit
ENSG00000127980	PEX1	725.032982167719	0.936125189720508	-0.0952266179507794	0.0461643530288245	-2.06277380062753	0.0391341243378936	0.33063234389303	peroxisomal biogenesis factor 1
ENSG00000128011	LRFN1	36.8705462405511	1.39191596316737	0.477072111199908	0.231001241227641	2.06523613753995	0.0389006627968368	0.329667613104943	leucine rich repeat and fibronectin type III domain containing 1
ENSG00000128016	ZFP36	2510.86085278873	1.23610631911182	0.305802836655492	0.115155216501678	2.65557085423947	0.00791742989293994	0.192048104393558	ZFP36 ring finger protein
ENSG00000128059	PPAT	1965.09309874819	0.905822312925586	-0.142700017465983	0.0514178729521023	-2.77529989618422	0.00551508262178539	0.165919041270522	phosphoribosyl pyrophosphate amidotransferase
ENSG00000128165	ADM2	114.930596830868	1.69105085052063	0.757920042770324	0.300654926480445	2.52089680233336	0.0117056176242188	0.221202094412466	adrenomedullin 2
ENSG00000128268	MGAT3	1852.68610899923	1.19676678345579	0.259142038552903	0.118925522817864	2.17902795306422	0.0293295917144639	0.302040949106144	beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase
ENSG00000128272	ATF4	4387.23183251375	1.09677621441974	0.133269189111997	0.059652658687121	2.23408632649546	0.0254773935178743	0.289193096466304	activating transcription factor 4
ENSG00000128340	RAC2	7666.40056157688	1.10309302174229	0.1415544557957	0.0588661421156058	2.40468375722168	0.0161864661945716	0.249053662952663	Rac family small GTPase 2
ENSG00000128394	APOBEC3F	1245.49607560856	1.0854859025136	0.118340989420782	0.0547604290557266	2.16106760778577	0.030690117322247	0.307769952053843	apolipoprotein B mRNA editing enzyme catalytic subunit 3F
ENSG00000128408	RIBC2	87.7694493732739	1.39761972430232	0.482971873951417	0.226887051675792	2.12868857162265	0.0332800349902246	0.315333540242491	RIB43A domain with coiled-coils 2
ENSG00000128438	NA	1623.1499848816	1.29353647264858	0.371320732930576	0.166801161092938	2.22612798674515	0.0260056098136435	0.290427752412927	NA
ENSG00000128656	CHN1	271.011630394908	0.799642999388801	-0.322572042343287	0.129418766378384	-2.49246729334582	0.0126859013547645	0.228799333695016	chimerin 1
ENSG00000128699	ORMDL1	1471.06383028832	0.929059290334423	-0.106157426006047	0.0485839200438584	-2.1850321240076	0.0288864912987228	0.300614101791519	ORMDL sphingolipid biosynthesis regulator 1
ENSG00000129055	ANAPC13	537.169686888945	0.89384558666644	-0.16190246995699	0.0648162037270219	-2.49787029550286	0.0124941899040827	0.227396069339311	anaphase promoting complex subunit 13
ENSG00000129128	SPCS3	5303.87937596417	0.908594075666002	-0.138292196311047	0.0687260786523058	-2.01222300213992	0.0441964347981491	0.34810976798356	signal peptidase complex subunit 3
ENSG00000129292	PHF20L1	3069.08905746698	0.909878566774445	-0.136254080128083	0.0538977897909712	-2.52800867450242	0.0114711517716781	0.219869086253524	PHD finger protein 20 like 1
ENSG00000129315	CCNT1	2352.10154235	0.944164171241558	-0.082890357712103	0.0317882055641249	-2.607582159518	0.00911841850776857	0.200990890626542	cyclin T1
ENSG00000129353	SLC44A2	2711.04754658841	1.20374816674789	0.267533600913393	0.0800723582194693	3.34114801739838	0.000834327305341707	0.0836138673833568	solute carrier family 44 member 2
ENSG00000129355	CDKN2D	69.7140007675528	1.32821337036749	0.409486926537422	0.196036585299096	2.08882911275291	0.0367231087487157	0.325796032164786	cyclin dependent kinase inhibitor 2D
ENSG00000129484	PARP2	643.551161340386	1.08527983880824	0.118067088758844	0.0600750657135986	1.96532600266666	0.0493765178862726	0.362657905960265	poly(ADP-ribose) polymerase 2
ENSG00000129493	HEATR5A	368.241099716715	0.871802275783422	-0.197927125128496	0.0836520793354658	-2.366075376737	0.0179777837662912	0.260564309729491	HEAT repeat containing 5A
ENSG00000129667	RHBDF2	2653.35271502297	1.26580780312975	0.340058366439752	0.103146856339602	3.29683694207937	0.000977802508335766	0.085929180485783	rhomboid 5 homolog 2
ENSG00000129680	MAP7D3	701.299161343478	0.922745665670706	-0.115995039040769	0.0451936755689178	-2.56662104997155	0.0102694773939986	0.212590230917489	MAP7 domain containing 3
ENSG00000130119	GNL3L	4005.49138779765	0.860162427097112	-0.217318980838638	0.0725342213248888	-2.99608897523339	0.0027346662798144	0.133991999416943	G protein nucleolar 3 like
ENSG00000130208	APOC1	2.87342349062841	0.313446566723079	-1.67370856731094	0.702872764912306	-2.38123975044012	0.0172544779929742	NA	apolipoprotein C1
ENSG00000130244	FAM98C	112.794594749968	1.29261033092003	0.370287427215518	0.112282998882645	3.29780492951147	0.000974438055114947	0.085929180485783	family with sequence similarity 98 member C
ENSG00000130270	ATP8B3	49.099498880398	1.69325221298902	0.759796881283102	0.197120874569824	3.8544719474343	0.000115979680243	0.0375897546625877	ATPase phospholipid transporting 8B3
ENSG00000130304	SLC27A1	129.448782455622	1.26486361059334	0.338981828454025	0.136588194052624	2.48177985517126	0.0130728011834629	0.231390662589341	solute carrier family 27 member 1
ENSG00000130449	ZSWIM6	4223.39319099854	0.805257114287085	-0.312478593298076	0.134108712586766	-2.3300394677632	0.019804065225696	0.26866737226189	zinc finger SWIM-type containing 6
ENSG00000130475	FCHO1	908.158815068493	1.15621984231318	0.209415736299114	0.0633492348774719	3.30573426347073	0.000947278805495816	0.0855753722220485	FCH and mu domain containing endocytic adaptor 1
ENSG00000130477	UNC13A	19.38080076797	1.66987946887936	0.739743973402614	0.327211396953594	2.26075246855636	0.0237745894219847	NA	unc-13 homolog A
ENSG00000130479	MAP1S	620.432982832681	1.08167339950043	0.113264957530048	0.0572512482824057	1.9783840689611	0.047885395560001	0.358086728761084	microtubule associated protein 1S
ENSG00000130545	CRB3	10.6356300233984	1.66400873691342	0.734663008400024	0.279780194384293	2.62585780961652	0.00864309143727411	NA	crumbs cell polarity complex component 3
ENSG00000130595	TNNT3	22.1125101405747	1.65051365017153	0.722915070068073	0.358716163119197	2.01528435123192	0.0438748636297666	NA	troponin T3, fast skeletal type
ENSG00000130635	COL5A1	373.36807200529	1.81867821541027	0.862890304892154	0.42186859467611	2.04540066689401	0.0408153732627316	0.338270174598036	collagen type V alpha 1 chain
ENSG00000130675	MNX1	263.93144181644	1.40306997215287	0.488586959036726	0.199407864990773	2.45018900863982	0.0142781243438305	0.237963531870427	motor neuron and pancreas homeobox 1
ENSG00000130703	OSBPL2	1291.637687123	1.12667784316042	0.172075057199442	0.0665551806489455	2.58544947998978	0.00972521237647643	0.208223757395249	oxysterol binding protein like 2
ENSG00000130707	ASS1	102.576468832899	2.12471208724948	1.08726735963206	0.353666316431395	3.07427456084292	0.00211015134815506	0.114409571511579	argininosuccinate synthase 1
ENSG00000130748	TMEM160	119.411089437249	1.20921462757961	0.274070336120044	0.104229329029147	2.62949343215482	0.00855121836708643	0.199054325404814	transmembrane protein 160
ENSG00000130764	LRRC47	712.367067594001	0.928680809772781	-0.106745271460724	0.0471401859573849	-2.26442194261225	0.0235481756558919	0.283458725867286	leucine rich repeat containing 47
ENSG00000130812	ANGPTL6	617.553085911551	1.2433635502997	0.314248191425144	0.119351938787475	2.63295422443629	0.00846457547254291	0.198676237555079	angiopoietin like 6
ENSG00000130821	SLC6A8	11.1594923827102	2.55199157731659	1.35162356758882	0.58366646868739	2.31574647525751	0.0205721152349915	NA	solute carrier family 6 member 8
ENSG00000130822	PNCK	2.27194404141528	8.1912732715735	3.03408772534711	1.03109101603445	2.94259932262444	0.00325469362560053	NA	pregnancy up-regulated nonubiquitous CaM kinase
ENSG00000130827	PLXNA3	862.017291800485	1.22616463895178	0.29415270484616	0.123277506377508	2.3861020026264	0.0170280273843113	0.255636927149559	plexin A3
ENSG00000130935	NOL11	1721.01494477947	0.898693414157045	-0.154099065146334	0.0776768351937514	-1.98384839910072	0.0472727427848715	0.357447597443481	nucleolar protein 11
ENSG00000130956	HABP4	467.521761055876	1.26071479113796	0.334241934706337	0.151829408762641	2.20143078623764	0.0277055415435166	0.297651986065918	hyaluronan binding protein 4
ENSG00000131171	SH3BGRL	5668.38551847512	0.918615215289006	-0.122467415356153	0.0434365453515645	-2.81945569945612	0.00481051706600163	0.157717387067547	SH3 domain binding glutamate rich protein like
ENSG00000131269	ABCB7	2684.30840295847	0.920449553594615	-0.119589439877319	0.0495636884526268	-2.41284383004754	0.0158286001151925	0.248758835524336	ATP binding cassette subfamily B member 7
ENSG00000131408	NR1H2	819.500468422273	1.15061985071686	0.202411265204194	0.0795362403183243	2.54489355285204	0.010931105516361	0.216444146139261	nuclear receptor subfamily 1 group H member 2
ENSG00000131584	ACAP3	618.78519395046	1.1557756919712	0.208861432889635	0.0933896950319289	2.23645052934617	0.0253222744054943	0.288507259550408	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3
ENSG00000131759	RARA	1501.264102652	1.23078335570878	0.299576838872841	0.104684703251012	2.86170595673867	0.00421367632168012	0.150776581039623	retinoic acid receptor alpha
ENSG00000131844	MCCC2	4480.62972175564	0.919979546463184	-0.120326308222226	0.0488098184663195	-2.46520704241618	0.0136934101150883	0.23280325478029	methylcrotonyl-CoA carboxylase subunit 2
ENSG00000131848	ZSCAN5A	1514.05139251777	0.930254170600219	-0.104303141500016	0.0483393293769559	-2.1577283517247	0.0309489582919925	0.308941993225375	zinc finger and SCAN domain containing 5A
ENSG00000131873	CHSY1	4703.04146109877	1.17818306680538	0.236563723423428	0.0813019100864611	2.90969453450543	0.00361782159542619	0.145503617297064	chondroitin sulfate synthase 1
ENSG00000131981	LGALS3	551.42326111208	1.37624016688595	0.460732255898233	0.178613568698552	2.57949191237434	0.00989457754450794	0.209463143900924	galectin 3
ENSG00000132003	ZSWIM4	388.11131601776	1.21500545173894	0.280962787229487	0.125446909636415	2.23969476843875	0.0251107454424663	0.287734845985996	zinc finger SWIM-type containing 4
ENSG00000132017	DCAF15	631.666656499692	1.11279741063829	0.15419096799814	0.0463939017802279	3.32351800735701	0.000888896836732878	0.0850554510359273	DDB1 and CUL4 associated factor 15
ENSG00000132024	CC2D1A	627.455609778022	1.10045534530111	0.138100604184744	0.0547303528293299	2.52329095365774	0.0116262162832424	0.220825626736449	coiled-coil and C2 domain containing 1A
ENSG00000132128	LRRC41	2604.71435327633	1.18455407953719	0.244344064765673	0.0851495757484155	2.86958640272756	0.00411009022968808	0.150776581039623	leucine rich repeat containing 41
ENSG00000132182	NUP210	12459.9916195704	1.06916058122715	0.0964785530972425	0.0399411779267987	2.41551596885954	0.0157129334736266	0.248293688385637	nucleoporin 210
ENSG00000132300	PTCD3	3383.15974785349	0.94776392451215	-0.0774003473141255	0.0347379919218595	-2.22811806417112	0.025872642991431	0.290121120451452	pentatricopeptide repeat domain 3
ENSG00000132305	IMMT	3281.12291827	0.923531833721046	-0.114766403782576	0.0579180332622308	-1.98153143880003	0.0475317072976401	0.357914588673359	inner membrane mitochondrial protein
ENSG00000132323	ILKAP	1447.92598086857	0.937080126735664	-0.0937556814726792	0.0376649320998198	-2.48920351759051	0.0128029653156861	0.229714453066957	ILK associated serine/threonine phosphatase
ENSG00000132388	UBE2G1	8082.9297637415	0.863073901214077	-0.212443998576566	0.0484638468372122	-4.38355624740552	1.16757484909723e-05	0.0104227769550572	ubiquitin conjugating enzyme E2 G1
ENSG00000132463	GRSF1	1881.9350294925	0.920184856218109	-0.12000438115302	0.0490174692483547	-2.44819618379315	0.0143573456848539	0.238501032516227	G-rich RNA sequence binding factor 1
ENSG00000132466	ANKRD17	21311.2029710389	0.934872729755185	-0.0971581198856254	0.0295450291470166	-3.28847602086175	0.00100731364935672	0.0862045439362409	ankyrin repeat domain 17
ENSG00000132470	ITGB4	6.34206521108971	1.78653130181644	0.83716119160565	0.381006766782138	2.19723444461643	0.028003706795054	NA	integrin subunit beta 4
ENSG00000132471	WBP2	872.651328622701	1.14806744583241	0.199207398903603	0.0798842780683059	2.49369968309996	0.0126419454577475	0.228711110638798	WW domain binding protein 2
ENSG00000132510	KDM6B	1315.92204369431	1.2157309035406	0.281823930187631	0.125354472206433	2.24821600081029	0.0245624198672435	0.28671213933925	lysine demethylase 6B
ENSG00000132603	NIP7	562.16338883167	0.853148793012071	-0.229130718853234	0.0856291105903022	-2.67585073900304	0.00745398335793165	0.186754158702916	nucleolar pre-rRNA processing protein NIP7
ENSG00000132676	DAP3	2615.74952131085	0.89773205671705	-0.155643182356972	0.0460644043692818	-3.37881677811867	0.000727985082470918	0.080062412993363	death associated protein 3
ENSG00000132744	ACY3	72.9583777351281	1.43413980317639	0.520185668055299	0.241889069773319	2.15051332638875	0.0315146330221001	0.310710159590748	aminoacylase 3
ENSG00000132749	TESMIN	14.3914630845237	1.82114131323035	0.864842873982307	0.394176112855009	2.19405196250546	0.0282316741481356	NA	testis expressed metallothionein like protein
ENSG00000132768	DPH2	541.168331146015	0.854203116900256	-0.227348932650298	0.105935466754242	-2.14610781087812	0.031864378254272	0.311347064751331	diphthamide biosynthesis 2
ENSG00000132849	PATJ	3175.1943249286	1.49772835732889	0.582775986232213	0.213829437029518	2.72542449874085	0.00642188620986178	0.177738331272095	PATJ crumbs cell polarity complex component
ENSG00000132953	XPO4	6062.07596216686	0.922825969722175	-0.115869490669013	0.0457804261189723	-2.53098322780781	0.0113743287385671	0.219869086253524	exportin 4
ENSG00000132964	CDK8	3838.31357430914	0.895966375664006	-0.158483503869024	0.068047332051753	-2.3290186270417	0.0198580789329166	0.268798301393855	cyclin dependent kinase 8
ENSG00000133028	SCO1	1473.36835611669	0.845950208246623	-0.241355344579583	0.0623232229975256	-3.87263900952564	0.00010766323300572	0.0356529136603506	synthesis of cytochrome C oxidase 1
ENSG00000133030	MPRIP	7046.91645789558	1.08447162881187	0.11699231072543	0.0376882424911024	3.10421242786924	0.00190786294961258	0.11009250435291	myosin phosphatase Rho interacting protein
ENSG00000133056	PIK3C2B	2770.67321856156	1.16661430793603	0.22232767329978	0.10530124658865	2.11134892038157	0.0347423320680625	0.319969736634096	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta
ENSG00000133243	BTBD2	897.037469350039	1.19373400245206	0.255481399336684	0.0873007467310909	2.92645147840068	0.00342852983192051	0.14374922357952	BTB domain containing 2
ENSG00000133247	KMT5C	138.701911685852	1.3015723383719	0.380255495614665	0.119740612910827	3.17566017386139	0.00149495964993798	0.100764249325244	lysine methyltransferase 5C
ENSG00000133275	CSNK1G2	1662.76440810478	1.08634894673644	0.119487586443414	0.041757132382755	2.86148927441101	0.00421655770517164	0.150776581039623	casein kinase 1 gamma 2
ENSG00000133454	MYO18B	82.4306522412894	0.460479051808573	-1.11879256840638	0.494798718745202	-2.26110643787358	0.0237526668255077	0.283797968592826	myosin XVIIIB
ENSG00000133597	ADCK2	195.205393327049	1.15571514394592	0.208785851940349	0.0986091909194232	2.11730620638551	0.0342338685115567	0.318864769323626	aarF domain containing kinase 2
ENSG00000133619	KRBA1	417.360978069	1.232814244312	0.301955436400406	0.105992806666292	2.84882951869633	0.00438803866107612	0.153662052699247	KRAB-A domain containing 1
ENSG00000133640	LRRIQ1	3.69279790433997	0.353295267826464	-1.50105366954506	0.596710060832704	-2.5155494570518	0.0118847001349559	NA	leucine rich repeats and IQ motif containing 1
ENSG00000133704	IPO8	2844.70434045666	0.946664985511876	-0.0790741330290504	0.0355501192981347	-2.22430007522364	0.0261282616575755	0.290521345544128	importin 8
ENSG00000133740	E2F5	2254.58683475056	0.919494150063182	-0.121087698827294	0.0523018961491347	-2.31516843064393	0.0206037162155889	0.271714139590283	E2F transcription factor 5
ENSG00000133805	AMPD3	1737.1915838035	1.38358200280352	0.468408152825377	0.20499900694896	2.28492888720188	0.0223169978797357	0.27774087312256	adenosine monophosphate deaminase 3
ENSG00000133835	HSD17B4	3178.20990097849	0.92478053137798	-0.112817068567031	0.0445559162876988	-2.53203340805671	0.0113403185954176	0.219838436516674	hydroxysteroid 17-beta dehydrogenase 4
ENSG00000133858	ZFC3H1	5857.31262816014	0.93295415713536	-0.100121902233002	0.0442752392793224	-2.26135203022519	0.0237374667121229	0.283797968592826	zinc finger C3H1-type containing
ENSG00000133863	TEX15	45.697893488109	0.197992935118308	-2.33647914262099	0.614986611371984	-3.79923578727754	0.000145142955456302	0.0419055089532615	testis expressed 15, meiosis and synapsis associated
ENSG00000133985	TTC9	1685.827158313	1.25059421174091	0.322613744997213	0.08150944893684	3.95799197768101	7.55824956452313e-05	0.0274130513372335	tetratricopeptide repeat domain 9
ENSG00000134001	EIF2S1	2688.7601510437	0.898567999322079	-0.154300410770733	0.0490981583879612	-3.14269243158756	0.00167401637936431	0.104236333270535	eukaryotic translation initiation factor 2 subunit alpha
ENSG00000134072	CAMK1	12.5091778709503	1.98228530102297	0.987164617796639	0.464251871713403	2.12635570892441	0.0334736526980279	NA	calcium/calmodulin dependent protein kinase I
ENSG00000134107	BHLHE40	1245.99719666006	1.57246672793339	0.653029491220095	0.317554276225112	2.0564342542727	0.0397406773876999	0.332620735520238	basic helix-loop-helix family member e40
ENSG00000134108	ARL8B	3808.20841822409	0.925833278808144	-0.111175674071566	0.0400651032921503	-2.77487551350824	0.00552228411502361	0.165919041270522	ADP ribosylation factor like GTPase 8B
ENSG00000134109	EDEM1	14371.5020895279	1.16680083855675	0.222558328185568	0.0840283536363166	2.6486098864774	0.00808235689306654	0.194807820493802	ER degradation enhancing alpha-mannosidase like protein 1
ENSG00000134146	DPH6	3156.23677737721	0.861285637377351	-0.215436321507142	0.080208849255935	-2.68594205633988	0.00723256303341719	0.185477496107818	diphthamine biosynthesis 6
ENSG00000134160	TRPM1	8.67351431238514	2.06506001415803	1.04618370942683	0.370702780492094	2.82216310338449	0.00477009105448159	NA	transient receptor potential cation channel subfamily M member 1
ENSG00000134186	PRPF38B	1959.60429836772	0.902075282343113	-0.148680256826918	0.0510873202790178	-2.91031621965858	0.00361063241699127	0.145503617297064	pre-mRNA processing factor 38B
ENSG00000134215	VAV3	281.822946276867	0.338264660529619	-1.56377563233364	0.565141611132777	-2.76705095064437	0.00565659138258018	0.16763979869814	vav guanine nucleotide exchange factor 3
ENSG00000134278	SPIRE1	448.598116243773	0.65868850152539	-0.602331729122028	0.233755664245712	-2.57675779137009	0.00997318069691645	0.210417536781341	spire type actin nucleation factor 1
ENSG00000134317	GRHL1	22.9566040081446	0.621584854991215	-0.685976742195875	0.336033175183158	-2.04139588843268	0.0412114928094185	NA	grainyhead like transcription factor 1
ENSG00000134318	ROCK2	4349.47568056926	0.885409686097032	-0.175582938745782	0.0781292710485909	-2.2473387552353	0.0246183858568061	0.286774474160445	Rho associated coiled-coil containing protein kinase 2
ENSG00000134330	IAH1	761.965664210609	1.10032538991616	0.137930222840871	0.0503892895264896	2.73729247101929	0.00619471916675723	0.174425428959728	isoamyl acetate hydrolyzing esterase 1 (putative)
